
%BEGIN rPTSA config
restriction := 200
q0 := qBack
m0 := m0
gamma0 := root
%END rPTSA config
    
%BEGIN rPTSA rules
(qBack, m0, root, 1, (q, m1, up g))
(q, mA132, g, 132/133, (q, mA133, up g))
(q, mA132, g, 1/133, \top)
(qBack, mA133, g, 1, (qBack, mA133, down))
(q, mA133, g, 133/134, (q, mA134, up g))
(q, mA133, g, 1/134, \top)
(qBack, mA134, g, 1, (qBack, mA134, down))
(q, mA134, g, 134/135, (q, mA135, up g))
(q, mA134, g, 1/135, \top)
(qBack, mA135, g, 1, (qBack, mA135, down))
(q, mA135, g, 135/136, (q, mA136, up g))
(q, mA135, g, 1/136, \top)
(qBack, mA136, g, 1, (qBack, mA136, down))
(q, mA136, g, 136/137, (q, mA137, up g))
(q, mA136, g, 1/137, \top)
(qBack, mA137, g, 1, (qBack, mA137, down))
(q, mA137, g, 137/138, (q, mA138, up g))
(q, mA137, g, 1/138, \top)
(qBack, mA138, g, 1, (qBack, mA138, down))
(q, mA138, g, 138/139, (q, mA139, up g))
(q, mA138, g, 1/139, \top)
(qBack, mA139, g, 1, (qBack, mA139, down))
(q, mA139, g, 139/140, (q, mA140, up g))
(q, mA139, g, 1/140, \top)
(qBack, mA140, g, 1, (qBack, mA140, down))
(q, mA140, g, 140/141, (q, mA141, up g))
(q, mA140, g, 1/141, \top)
(qBack, mA141, g, 1, (qBack, mA141, down))
(q, mA141, g, 141/142, (q, mA142, up g))
(q, mA141, g, 1/142, \top)
(qBack, mA142, g, 1, (qBack, mA142, down))
(q, mA142, g, 142/143, (q, mA143, up g))
(q, mA142, g, 1/143, \top)
(qBack, mA143, g, 1, (qBack, mA143, down))
(q, mA143, g, 143/144, (q, mA144, up g))
(q, mA143, g, 1/144, \top)
(qBack, mA144, g, 1, (qBack, mA144, down))
(q, mA144, g, 144/145, (q, mA145, up g))
(q, mA144, g, 1/145, \top)
(qBack, mA145, g, 1, (qBack, mA145, down))
(q, mA145, g, 145/146, (q, mA146, up g))
(q, mA145, g, 1/146, \top)
(qBack, mA146, g, 1, (qBack, mA146, down))
(q, mA146, g, 146/147, (q, mA147, up g))
(q, mA146, g, 1/147, \top)
(qBack, mA147, g, 1, (qBack, mA147, down))
(q, mA147, g, 147/148, (q, mA148, up g))
(q, mA147, g, 1/148, \top)
(qBack, mA148, g, 1, (qBack, mA148, down))
(q, mA148, g, 148/149, (q, mA149, up g))
(q, mA148, g, 1/149, \top)
(qBack, mA149, g, 1, (qBack, mA149, down))
(q, mA149, g, 149/150, (q, mA150, up g))
(q, mA149, g, 1/150, \top)
(qBack, mA150, g, 1, (qBack, mA150, down))
(q, mA150, g, 150/151, (q, mA151, up g))
(q, mA150, g, 1/151, \top)
(qBack, mA151, g, 1, (qBack, mA151, down))
(q, mA151, g, 151/152, (q, mA152, up g))
(q, mA151, g, 1/152, \top)
(qBack, mA152, g, 1, (qBack, mA152, down))
(q, mA152, g, 152/153, (q, mA153, up g))
(q, mA152, g, 1/153, \top)
(qBack, mA153, g, 1, (qBack, mA153, down))
(q, mA153, g, 153/154, (q, mA154, up g))
(q, mA153, g, 1/154, \top)
(qBack, mA154, g, 1, (qBack, mA154, down))
(q, mA154, g, 154/155, (q, mA155, up g))
(q, mA154, g, 1/155, \top)
(qBack, mA155, g, 1, (qBack, mA155, down))
(q, mA155, g, 155/156, (q, mA156, up g))
(q, mA155, g, 1/156, \top)
(qBack, mA156, g, 1, (qBack, mA156, down))
(q, mA156, g, 156/157, (q, mA157, up g))
(q, mA156, g, 1/157, \top)
(qBack, mA157, g, 1, (qBack, mA157, down))
(q, mA157, g, 157/158, (q, mA158, up g))
(q, mA157, g, 1/158, \top)
(qBack, mA158, g, 1, (qBack, mA158, down))
(q, mA158, g, 158/159, (q, mA159, up g))
(q, mA158, g, 1/159, \top)
(qBack, mA159, g, 1, (qBack, mA159, down))
(q, mA159, g, 159/160, (q, mA160, up g))
(q, mA159, g, 1/160, \top)
(qBack, mA160, g, 1, (qBack, mA160, down))
(q, mA160, g, 160/161, (q, mA161, up g))
(q, mA160, g, 1/161, \top)
(qBack, mA161, g, 1, (qBack, mA161, down))
(q, mA161, g, 161/162, (q, mA162, up g))
(q, mA161, g, 1/162, \top)
(qBack, mA162, g, 1, (qBack, mA162, down))
(q, mA162, g, 162/163, (q, mA163, up g))
(q, mA162, g, 1/163, \top)
(qBack, mA163, g, 1, (qBack, mA163, down))
(q, mA163, g, 163/164, (q, mA164, up g))
(q, mA163, g, 1/164, \top)
(qBack, mA164, g, 1, (qBack, mA164, down))
(q, mA164, g, 164/165, (q, mA165, up g))
(q, mA164, g, 1/165, \top)
(qBack, mA165, g, 1, (qBack, mA165, down))
(q, mA165, g, 165/166, (q, mA166, up g))
(q, mA165, g, 1/166, \top)
(qBack, mA166, g, 1, (qBack, mA166, down))
(q, mA166, g, 166/167, (q, mA167, up g))
(q, mA166, g, 1/167, \top)
(qBack, mA167, g, 1, (qBack, mA167, down))
(q, mA167, g, 167/168, (q, mA168, up g))
(q, mA167, g, 1/168, \top)
(qBack, mA168, g, 1, (qBack, mA168, down))
(q, mA168, g, 168/169, (q, mA169, up g))
(q, mA168, g, 1/169, \top)
(qBack, mA169, g, 1, (qBack, mA169, down))
(q, mA169, g, 169/170, (q, mA170, up g))
(q, mA169, g, 1/170, \top)
(qBack, mA170, g, 1, (qBack, mA170, down))
(q, mA170, g, 170/171, (q, mA171, up g))
(q, mA170, g, 1/171, \top)
(qBack, mA171, g, 1, (qBack, mA171, down))
(q, mA171, g, 171/172, (q, mA172, up g))
(q, mA171, g, 1/172, \top)
(qBack, mA172, g, 1, (qBack, mA172, down))
(q, mA172, g, 172/173, (q, mA173, up g))
(q, mA172, g, 1/173, \top)
(qBack, mA173, g, 1, (qBack, mA173, down))
(q, mA173, g, 173/174, (q, mA174, up g))
(q, mA173, g, 1/174, \top)
(qBack, mA174, g, 1, (qBack, mA174, down))
(q, mA174, g, 174/175, (q, mA175, up g))
(q, mA174, g, 1/175, \top)
(qBack, mA175, g, 1, (qBack, mA175, down))
(q, mA175, g, 175/176, (q, mA176, up g))
(q, mA175, g, 1/176, \top)
(qBack, mA176, g, 1, (qBack, mA176, down))
(q, mA176, g, 176/177, (q, mA177, up g))
(q, mA176, g, 1/177, \top)
(qBack, mA177, g, 1, (qBack, mA177, down))
(q, mA177, g, 177/178, (q, mA178, up g))
(q, mA177, g, 1/178, \top)
(qBack, mA178, g, 1, (qBack, mA178, down))
(q, mA178, g, 178/179, (q, mA179, up g))
(q, mA178, g, 1/179, \top)
(qBack, mA179, g, 1, (qBack, mA179, down))
(q, mA179, g, 179/180, (q, mA180, up g))
(q, mA179, g, 1/180, \top)
(qBack, mA180, g, 1, (qBack, mA180, down))
(q, mA180, g, 180/181, (q, mA181, up g))
(q, mA180, g, 1/181, \top)
(qBack, mA181, g, 1, (qBack, mA181, down))
(q, mA181, g, 181/182, (q, mA182, up g))
(q, mA181, g, 1/182, \top)
(qBack, mA182, g, 1, (qBack, mA182, down))
(q, mA182, g, 182/183, (q, mA183, up g))
(q, mA182, g, 1/183, \top)
(qBack, mA183, g, 1, (qBack, mA183, down))
(q, mA183, g, 183/184, (q, mA184, up g))
(q, mA183, g, 1/184, \top)
(qBack, mA184, g, 1, (qBack, mA184, down))
(q, mA184, g, 184/185, (q, mA185, up g))
(q, mA184, g, 1/185, \top)
(qBack, mA185, g, 1, (qBack, mA185, down))
(q, mA185, g, 185/186, (q, mA186, up g))
(q, mA185, g, 1/186, \top)
(qBack, mA186, g, 1, (qBack, mA186, down))
(q, mA186, g, 186/187, (q, mA187, up g))
(q, mA186, g, 1/187, \top)
(qBack, mA187, g, 1, (qBack, mA187, down))
(q, mA187, g, 187/188, (q, mA188, up g))
(q, mA187, g, 1/188, \top)
(qBack, mA188, g, 1, (qBack, mA188, down))
(q, mA188, g, 188/189, (q, mA189, up g))
(q, mA188, g, 1/189, \top)
(qBack, mA189, g, 1, (qBack, mA189, down))
(q, mA189, g, 189/190, (q, mA190, up g))
(q, mA189, g, 1/190, \top)
(qBack, mA190, g, 1, (qBack, mA190, down))
(q, mA190, g, 190/191, (q, mA191, up g))
(q, mA190, g, 1/191, \top)
(qBack, mA191, g, 1, (qBack, mA191, down))
(q, mA191, g, 191/192, (q, mA192, up g))
(q, mA191, g, 1/192, \top)
(qBack, mA192, g, 1, (qBack, mA192, down))
(q, mA192, g, 192/193, (q, mA193, up g))
(q, mA192, g, 1/193, \top)
(qBack, mA193, g, 1, (qBack, mA193, down))
(q, mA193, g, 193/194, (q, mA194, up g))
(q, mA193, g, 1/194, \top)
(qBack, mA194, g, 1, (qBack, mA194, down))
(q, mA194, g, 194/195, (q, mA195, up g))
(q, mA194, g, 1/195, \top)
(qBack, mA195, g, 1, (qBack, mA195, down))
(q, mA195, g, 195/196, (q, mA196, up g))
(q, mA195, g, 1/196, \top)
(qBack, mA196, g, 1, (qBack, mA196, down))
(q, mA196, g, 196/197, (q, mA197, up g))
(q, mA196, g, 1/197, \top)
(qBack, mA197, g, 1, (qBack, mA197, down))
(q, mA197, g, 197/198, (q, mA198, up g))
(q, mA197, g, 1/198, \top)
(qBack, mA198, g, 1, (qBack, mA198, down))
(q, mA198, g, 198/199, (q, mA199, up g))
(q, mA198, g, 1/199, \top)
(qBack, mA199, g, 1, (qBack, mA199, down))
(q, mA199, g, 199/200, (q, mA200, up g))
(q, mA199, g, 1/200, \top)
(qBack, mA200, g, 1, (qBack, mA200, down))
%END rPTSA rules
