
%BEGIN rPTSA config
restriction := 1000
q0 := q
m0 := m0
gamma0 := root
%END rPTSA config
    
%BEGIN rPTSA rules
(q, m0, root, 1, (q, m1, up gL))
(q, m629, root, 1, (q, m630, up gL))
(q, m630, root, 1, (q, m631, up gL))
(q, m631, root, 1, (q, m632, up gL))
(q, m632, root, 1, (q, m633, up gL))
(q, m633, root, 1, (q, m634, up gL))
(q, m634, root, 1, (q, m635, up gL))
(q, m635, root, 1, (q, m636, up gL))
(q, m636, root, 1, (q, m637, up gL))
(q, m637, root, 1, (q, m638, up gL))
(q, m638, root, 1, (q, m639, up gL))
(q, m639, root, 1, (q, m640, up gL))
(q, m640, root, 1, (q, m641, up gL))
(q, m641, root, 1, (q, m642, up gL))
(q, m642, root, 1, (q, m643, up gL))
(q, m643, root, 1, (q, m644, up gL))
(q, m644, root, 1, (q, m645, up gL))
(q, m645, root, 1, (q, m646, up gL))
(q, m646, root, 1, (q, m647, up gL))
(q, m647, root, 1, (q, m648, up gL))
(q, m648, root, 1, (q, m649, up gL))
(q, m649, root, 1, (q, m650, up gL))
(q, m650, root, 1, (q, m651, up gL))
(q, m651, root, 1, (q, m652, up gL))
(q, m652, root, 1, (q, m653, up gL))
(q, m653, root, 1, (q, m654, up gL))
(q, m654, root, 1, (q, m655, up gL))
(q, m655, root, 1, (q, m656, up gL))
(q, m656, root, 1, (q, m657, up gL))
(q, m657, root, 1, (q, m658, up gL))
(q, m658, root, 1, (q, m659, up gL))
(q, m659, root, 1, (q, m660, up gL))
(q, m660, root, 1, (q, m661, up gL))
(q, m661, root, 1, (q, m662, up gL))
(q, m662, root, 1, (q, m663, up gL))
(q, m663, root, 1, (q, m664, up gL))
(q, m664, root, 1, (q, m665, up gL))
(q, m665, root, 1, (q, m666, up gL))
(q, m666, root, 1, (q, m667, up gL))
(q, m667, root, 1, (q, m668, up gL))
(q, m668, root, 1, (q, m669, up gL))
(q, m669, root, 1, (q, m670, up gL))
(q, m670, root, 1, (q, m671, up gL))
(q, m671, root, 1, (q, m672, up gL))
(q, m672, root, 1, (q, m673, up gL))
(q, m673, root, 1, (q, m674, up gL))
(q, m674, root, 1, (q, m675, up gL))
(q, m675, root, 1, (q, m676, up gL))
(q, m676, root, 1, (q, m677, up gL))
(q, m677, root, 1, (q, m678, up gL))
(q, m678, root, 1, (q, m679, up gL))
(q, m679, root, 1, (q, m680, up gL))
(q, m680, root, 1, (q, m681, up gL))
(q, m681, root, 1, (q, m682, up gL))
(q, m682, root, 1, (q, m683, up gL))
(q, m683, root, 1, (q, m684, up gL))
(q, m684, root, 1, (q, m685, up gL))
(q, m685, root, 1, (q, m686, up gL))
(q, m686, root, 1, (q, m687, up gL))
(q, m687, root, 1, (q, m688, up gL))
(q, m688, root, 1, (q, m689, up gL))
(q, m689, root, 1, (q, m690, up gL))
(q, m690, root, 1, (q, m691, up gL))
(q, m691, root, 1, (q, m692, up gL))
(q, m692, root, 1, (q, m693, up gL))
(q, m693, root, 1, (q, m694, up gL))
(q, m694, root, 1, (q, m695, up gL))
(q, m695, root, 1, (q, m696, up gL))
(q, m696, root, 1, (q, m697, up gL))
(q, m697, root, 1, (q, m698, up gL))
(q, m698, root, 1, (q, m699, up gL))
(q, m699, root, 1, (q, m700, up gL))
(q, m700, root, 1, (q, m701, up gL))
(q, m701, root, 1, (q, m702, up gL))
(q, m702, root, 1, (q, m703, up gL))
(q, m703, root, 1, (q, m704, up gL))
(q, m704, root, 1, (q, m705, up gL))
(q, m705, root, 1, (q, m706, up gL))
(q, m706, root, 1, (q, m707, up gL))
(q, m707, root, 1, (q, m708, up gL))
(q, m708, root, 1, (q, m709, up gL))
(q, m709, root, 1, (q, m710, up gL))
(q, m710, root, 1, (q, m711, up gL))
(q, m711, root, 1, (q, m712, up gL))
(q, m712, root, 1, (q, m713, up gL))
(q, m713, root, 1, (q, m714, up gL))
(q, m714, root, 1, (q, m715, up gL))
(q, m715, root, 1, (q, m716, up gL))
(q, m716, root, 1, (q, m717, up gL))
(q, m717, root, 1, (q, m718, up gL))
(q, m718, root, 1, (q, m719, up gL))
(q, m719, root, 1, (q, m720, up gL))
(q, m720, root, 1, (q, m721, up gL))
(q, m721, root, 1, (q, m722, up gL))
(q, m722, root, 1, (q, m723, up gL))
(q, m723, root, 1, (q, m724, up gL))
(q, m724, root, 1, (q, m725, up gL))
(q, m725, root, 1, (q, m726, up gL))
(q, m726, root, 1, (q, m727, up gL))
(q, m727, root, 1, (q, m728, up gL))
(q, m728, root, 1, (q, m729, up gL))
(q, m729, root, 1, (q, m730, up gL))
(q, m730, root, 1, (q, m731, up gL))
(q, m731, root, 1, (q, m732, up gL))
(q, m732, root, 1, (q, m733, up gL))
(q, m733, root, 1, (q, m734, up gL))
(q, m734, root, 1, (q, m735, up gL))
(q, m735, root, 1, (q, m736, up gL))
(q, m736, root, 1, (q, m737, up gL))
(q, m737, root, 1, (q, m738, up gL))
(q, m738, root, 1, (q, m739, up gL))
(q, m739, root, 1, (q, m740, up gL))
(q, m740, root, 1, (q, m741, up gL))
(q, m741, root, 1, (q, m742, up gL))
(q, m742, root, 1, (q, m743, up gL))
(q, m743, root, 1, (q, m744, up gL))
(q, m744, root, 1, (q, m745, up gL))
(q, m745, root, 1, (q, m746, up gL))
(q, m746, root, 1, (q, m747, up gL))
(q, m747, root, 1, (q, m748, up gL))
(q, m748, root, 1, (q, m749, up gL))
(q, m749, root, 1, (q, m750, up gL))
(q, m750, root, 1, (q, m751, up gL))
(q, m751, root, 1, (q, m752, up gL))
(q, m752, root, 1, (q, m753, up gL))
(q, m753, root, 1, (q, m754, up gL))
(q, m754, root, 1, (q, m755, up gL))
(q, m755, root, 1, (q, m756, up gL))
(q, m756, root, 1, (q, m757, up gL))
(q, m757, root, 1, (q, m758, up gL))
(q, m758, root, 1, (q, m759, up gL))
(q, m759, root, 1, (q, m760, up gL))
(q, m760, root, 1, (q, m761, up gL))
(q, m761, root, 1, (q, m762, up gL))
(q, m762, root, 1, (q, m763, up gL))
(q, m763, root, 1, (q, m764, up gL))
(q, m764, root, 1, (q, m765, up gL))
(q, m765, root, 1, (q, m766, up gL))
(q, m766, root, 1, (q, m767, up gL))
(q, m767, root, 1, (q, m768, up gL))
(q, m768, root, 1, (q, m769, up gL))
(q, m769, root, 1, (q, m770, up gL))
(q, m770, root, 1, (q, m771, up gL))
(q, m771, root, 1, (q, m772, up gL))
(q, m772, root, 1, (q, m773, up gL))
(q, m773, root, 1, (q, m774, up gL))
(q, m774, root, 1, (q, m775, up gL))
(q, m775, root, 1, (q, m776, up gL))
(q, m776, root, 1, (q, m777, up gL))
(q, m777, root, 1, (q, m778, up gL))
(q, m778, root, 1, (q, m779, up gL))
(q, m779, root, 1, (q, m780, up gL))
(q, m780, root, 1, (q, m781, up gL))
(q, m781, root, 1, (q, m782, up gL))
(q, m782, root, 1, (q, m783, up gL))
(q, m783, root, 1, (q, m784, up gL))
(q, m784, root, 1, (q, m785, up gL))
(q, m785, root, 1, (q, m786, up gL))
(q, m786, root, 1, (q, m787, up gL))
(q, m787, root, 1, (q, m788, up gL))
(q, m788, root, 1, (q, m789, up gL))
(q, m789, root, 1, (q, m790, up gL))
(q, m790, root, 1, (q, m791, up gL))
(q, m791, root, 1, (q, m792, up gL))
(q, m792, root, 1, (q, m793, up gL))
(q, m793, root, 1, (q, m794, up gL))
(q, m794, root, 1, (q, m795, up gL))
(q, m795, root, 1, (q, m796, up gL))
(q, m796, root, 1, (q, m797, up gL))
(q, m797, root, 1, (q, m798, up gL))
(q, m798, root, 1, (q, m799, up gL))
(q, m799, root, 1, (q, m800, up gL))
(q, m800, root, 1, (q, m801, up gL))
(q, m801, root, 1, (q, m802, up gL))
(q, m802, root, 1, (q, m803, up gL))
(q, m803, root, 1, (q, m804, up gL))
(q, m804, root, 1, (q, m805, up gL))
(q, m805, root, 1, (q, m806, up gL))
(q, m806, root, 1, (q, m807, up gL))
(q, m807, root, 1, (q, m808, up gL))
(q, m808, root, 1, (q, m809, up gL))
(q, m809, root, 1, (q, m810, up gL))
(q, m810, root, 1, (q, m811, up gL))
(q, m811, root, 1, (q, m812, up gL))
(q, m812, root, 1, (q, m813, up gL))
(q, m813, root, 1, (q, m814, up gL))
(q, m814, root, 1, (q, m815, up gL))
(q, m815, root, 1, (q, m816, up gL))
(q, m816, root, 1, (q, m817, up gL))
(q, m817, root, 1, (q, m818, up gL))
(q, m818, root, 1, (q, m819, up gL))
(q, m819, root, 1, (q, m820, up gL))
(q, m820, root, 1, (q, m821, up gL))
(q, m821, root, 1, (q, m822, up gL))
(q, m822, root, 1, (q, m823, up gL))
(q, m823, root, 1, (q, m824, up gL))
(q, m824, root, 1, (q, m825, up gL))
(q, m825, root, 1, (q, m826, up gL))
(q, m826, root, 1, (q, m827, up gL))
(q, m827, root, 1, (q, m828, up gL))
(q, m828, root, 1, (q, m829, up gL))
(q, m829, root, 1, (q, m830, up gL))
(q, m830, root, 1, (q, m831, up gL))
(q, m831, root, 1, (q, m832, up gL))
(q, m832, root, 1, (q, m833, up gL))
(q, m833, root, 1, (q, m834, up gL))
(q, m834, root, 1, (q, m835, up gL))
(q, m835, root, 1, (q, m836, up gL))
(q, m836, root, 1, (q, m837, up gL))
(q, m837, root, 1, (q, m838, up gL))
(q, m838, root, 1, (q, m839, up gL))
(q, m839, root, 1, (q, m840, up gL))
(q, m840, root, 1, (q, m841, up gL))
(q, m841, root, 1, (q, m842, up gL))
(q, m842, root, 1, (q, m843, up gL))
(q, m843, root, 1, (q, m844, up gL))
(q, m844, root, 1, (q, m845, up gL))
(q, m845, root, 1, (q, m846, up gL))
(q, m846, root, 1, (q, m847, up gL))
(q, m847, root, 1, (q, m848, up gL))
(q, m848, root, 1, (q, m849, up gL))
(q, m849, root, 1, (q, m850, up gL))
(q, m850, root, 1, (q, m851, up gL))
(q, m851, root, 1, (q, m852, up gL))
(q, m852, root, 1, (q, m853, up gL))
(q, m853, root, 1, (q, m854, up gL))
(q, m854, root, 1, (q, m855, up gL))
(q, m855, root, 1, (q, m856, up gL))
(q, m856, root, 1, (q, m857, up gL))
(q, m857, root, 1, (q, m858, up gL))
(q, m858, root, 1, (q, m859, up gL))
(q, m859, root, 1, (q, m860, up gL))
(q, m860, root, 1, (q, m861, up gL))
(q, m861, root, 1, (q, m862, up gL))
(q, m862, root, 1, (q, m863, up gL))
(q, m863, root, 1, (q, m864, up gL))
(q, m864, root, 1, (q, m865, up gL))
(q, m865, root, 1, (q, m866, up gL))
(q, m866, root, 1, (q, m867, up gL))
(q, m867, root, 1, (q, m868, up gL))
(q, m868, root, 1, (q, m869, up gL))
(q, m869, root, 1, (q, m870, up gL))
(q, m870, root, 1, (q, m871, up gL))
(q, m871, root, 1, (q, m872, up gL))
(q, m872, root, 1, (q, m873, up gL))
(q, m873, root, 1, (q, m874, up gL))
(q, m874, root, 1, (q, m875, up gL))
(q, m875, root, 1, (q, m876, up gL))
(q, m876, root, 1, (q, m877, up gL))
(q, m877, root, 1, (q, m878, up gL))
(q, m878, root, 1, (q, m879, up gL))
(q, m879, root, 1, (q, m880, up gL))
(q, m880, root, 1, (q, m881, up gL))
(q, m881, root, 1, (q, m882, up gL))
(q, m882, root, 1, (q, m883, up gL))
(q, m883, root, 1, (q, m884, up gL))
(q, m884, root, 1, (q, m885, up gL))
(q, m885, root, 1, (q, m886, up gL))
(q, m886, root, 1, (q, m887, up gL))
(q, m887, root, 1, (q, m888, up gL))
(q, m888, root, 1, (q, m889, up gL))
(q, m889, root, 1, (q, m890, up gL))
(q, m890, root, 1, (q, m891, up gL))
(q, m891, root, 1, (q, m892, up gL))
(q, m892, root, 1, (q, m893, up gL))
(q, m893, root, 1, (q, m894, up gL))
(q, m894, root, 1, (q, m895, up gL))
(q, m895, root, 1, (q, m896, up gL))
(q, m896, root, 1, (q, m897, up gL))
(q, m897, root, 1, (q, m898, up gL))
(q, m898, root, 1, (q, m899, up gL))
(q, m899, root, 1, (q, m900, up gL))
(q, m900, root, 1, (q, m901, up gL))
(q, m901, root, 1, (q, m902, up gL))
(q, m902, root, 1, (q, m903, up gL))
(q, m903, root, 1, (q, m904, up gL))
(q, m904, root, 1, (q, m905, up gL))
(q, m905, root, 1, (q, m906, up gL))
(q, m906, root, 1, (q, m907, up gL))
(q, m907, root, 1, (q, m908, up gL))
(q, m908, root, 1, (q, m909, up gL))
(q, m909, root, 1, (q, m910, up gL))
(q, m910, root, 1, (q, m911, up gL))
(q, m911, root, 1, (q, m912, up gL))
(q, m912, root, 1, (q, m913, up gL))
(q, m913, root, 1, (q, m914, up gL))
(q, m914, root, 1, (q, m915, up gL))
(q, m915, root, 1, (q, m916, up gL))
(q, m916, root, 1, (q, m917, up gL))
(q, m917, root, 1, (q, m918, up gL))
(q, m918, root, 1, (q, m919, up gL))
(q, m919, root, 1, (q, m920, up gL))
(q, m920, root, 1, (q, m921, up gL))
(q, m921, root, 1, (q, m922, up gL))
(q, m922, root, 1, (q, m923, up gL))
(q, m923, root, 1, (q, m924, up gL))
(q, m924, root, 1, (q, m925, up gL))
(q, m925, root, 1, (q, m926, up gL))
(q, m926, root, 1, (q, m927, up gL))
(q, m927, root, 1, (q, m928, up gL))
(q, m928, root, 1, (q, m929, up gL))
(q, m929, root, 1, (q, m930, up gL))
(q, m930, root, 1, (q, m931, up gL))
(q, m931, root, 1, (q, m932, up gL))
(q, m932, root, 1, (q, m933, up gL))
(q, m933, root, 1, (q, m934, up gL))
(q, m934, root, 1, (q, m935, up gL))
(q, m935, root, 1, (q, m936, up gL))
(q, m936, root, 1, (q, m937, up gL))
(q, m937, root, 1, (q, m938, up gL))
(q, m938, root, 1, (q, m939, up gL))
(q, m939, root, 1, (q, m940, up gL))
(q, m940, root, 1, (q, m941, up gL))
(q, m941, root, 1, (q, m942, up gL))
(q, m942, root, 1, (q, m943, up gL))
(q, m943, root, 1, (q, m944, up gL))
(q, m944, root, 1, (q, m945, up gL))
(q, m945, root, 1, (q, m946, up gL))
(q, m946, root, 1, (q, m947, up gL))
(q, m947, root, 1, (q, m948, up gL))
(q, m948, root, 1, (q, m949, up gL))
(q, m949, root, 1, (q, m950, up gL))
(q, m950, root, 1, (q, m951, up gL))
(q, m951, root, 1, (q, m952, up gL))
(q, m952, root, 1, (q, m953, up gL))
(q, m953, root, 1, (q, m954, up gL))
(q, m954, root, 1, (q, m955, up gL))
(q, m955, root, 1, (q, m956, up gL))
(q, m956, root, 1, (q, m957, up gL))
(q, m957, root, 1, (q, m958, up gL))
(q, m958, root, 1, (q, m959, up gL))
(q, m959, root, 1, (q, m960, up gL))
(q, m960, root, 1, (q, m961, up gL))
(q, m961, root, 1, (q, m962, up gL))
(q, m962, root, 1, (q, m963, up gL))
(q, m963, root, 1, (q, m964, up gL))
(q, m964, root, 1, (q, m965, up gL))
(q, m965, root, 1, (q, m966, up gL))
(q, m966, root, 1, (q, m967, up gL))
(q, m967, root, 1, (q, m968, up gL))
(q, m968, root, 1, (q, m969, up gL))
(q, m969, root, 1, (q, m970, up gL))
(q, m970, root, 1, (q, m971, up gL))
(q, m971, root, 1, (q, m972, up gL))
(q, m972, root, 1, (q, m973, up gL))
(q, m973, root, 1, (q, m974, up gL))
(q, m974, root, 1, (q, m975, up gL))
(q, m975, root, 1, (q, m976, up gL))
(q, m976, root, 1, (q, m977, up gL))
(q, m977, root, 1, (q, m978, up gL))
(q, m978, root, 1, (q, m979, up gL))
(q, m979, root, 1, (q, m980, up gL))
(q, m980, root, 1, (q, m981, up gL))
(q, m981, root, 1, (q, m982, up gL))
(q, m982, root, 1, (q, m983, up gL))
(q, m983, root, 1, (q, m984, up gL))
(q, m984, root, 1, (q, m985, up gL))
(q, m985, root, 1, (q, m986, up gL))
(q, m986, root, 1, (q, m987, up gL))
(q, m987, root, 1, (q, m988, up gL))
(q, m988, root, 1, (q, m989, up gL))
(q, m989, root, 1, (q, m990, up gL))
(q, m990, root, 1, (q, m991, up gL))
(q, m991, root, 1, (q, m992, up gL))
(q, m992, root, 1, (q, m993, up gL))
(q, m993, root, 1, (q, m994, up gL))
(q, m994, root, 1, (q, m995, up gL))
(q, m995, root, 1, (q, m996, up gL))
(q, m996, root, 1, (q, m997, up gL))
(q, m997, root, 1, (q, m998, up gL))
(q, m998, root, 1, (q, m999, up gL))
(q, m999, root, 1, (q, m1000, up gL))
(q, m1000, root, 1, \top)
(q, m0, gL, 1/3, (q, visited_left, up gL))
(q, m0, gL, 1 - 1/3, (q, leaf, down))
(q, to_revisit, gL, 1, (q, visited_left, up gL))
(q, visited_left, gL, 1, (q, visited_right, up gR))
(q, visited_right, gL, 1, (q, to_revisit, down))
(q, leaf, gL, 1, (q, leaf, down))
(q, m0, gR, 1/3, (q, visited_left, up gL))
(q, m0, gR, 1 - 1/3, (q, leaf, down))
(q, to_revisit, gR, 1, (q, visited_left, up gL))
(q, visited_left, gR, 1, (q, visited_right, up gR))
(q, visited_right, gR, 1, (q, to_revisit, down))
(q, leaf, gR, 1, (q, leaf, down))
%END rPTSA rules
